PRODUCTNAME,CATEGORY,MONTH,MONTHLYREVENUE,MONTHLYREVENUERANK,PREVIOUSMONTHSREVENUE,FIRSTMONTHREVENUE,TOTALREVENUE
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-09-01,943.60,404,606.60,202.20,13008.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-10-01,1145.80,380,943.60,202.20,14154.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-11-01,471.80,556,1145.80,202.20,14625.80
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-12-01,269.60,940,471.80,202.20,14895.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-01-01,808.80,518,269.60,202.20,15704.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-02-01,808.80,536,808.80,202.20,16513.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-05-01,269.60,451,808.80,202.20,16782.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-06-01,134.80,457,269.60,202.20,16917.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-08-01,471.80,180,134.80,202.20,17389.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-09-01,134.80,252,471.80,202.20,17524.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2020-12-01,134.80,404,134.80,202.20,17658.80
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-01-01,265.98,330,,265.98,265.98
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-02-01,797.94,246,265.98,265.98,1063.92
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-04-01,398.97,60,797.94,265.98,1462.89
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-05-01,132.99,325,398.97,265.98,1595.88
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-10-01,531.96,257,132.99,265.98,2127.84
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2016-12-01,1329.90,206,531.96,265.98,3457.74
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-01-01,664.95,229,1329.90,265.98,4122.69
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-02-01,930.93,213,664.95,265.98,5053.62
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-05-01,265.98,330,930.93,265.98,5319.60
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-08-01,1728.87,99,265.98,265.98,7048.47
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-10-01,265.98,347,1728.87,265.98,7314.45
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-11-01,265.98,366,265.98,265.98,7580.43
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2017-12-01,265.98,579,265.98,265.98,7846.41
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-01-01,2127.84,118,265.98,265.98,9974.25
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-02-01,132.99,659,2127.84,265.98,10107.24
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-05-01,664.95,354,132.99,265.98,10772.19
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-06-01,398.97,419,664.95,265.98,11171.16
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-07-01,265.98,465,398.97,265.98,11437.14
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-08-01,930.93,270,265.98,265.98,12368.07
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-09-01,398.97,460,930.93,265.98,12767.04
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-10-01,398.97,520,398.97,265.98,13166.01
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-11-01,1728.87,229,398.97,265.98,14894.88
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2018-12-01,1196.91,425,1728.87,265.98,16091.79
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-01-01,2260.83,244,1196.91,265.98,18352.62
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-02-01,1728.87,293,2260.83,265.98,20081.49
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-03-01,1329.90,184,1728.87,265.98,21411.39
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-04-01,265.98,115,1329.90,265.98,21677.37
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-05-01,132.99,831,265.98,265.98,21810.36
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-06-01,132.99,776,132.99,265.98,21943.35
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-07-01,1994.85,192,132.99,265.98,23938.20
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-08-01,1595.88,272,1994.85,265.98,25534.08
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-09-01,1462.89,296,1595.88,265.98,26996.97
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-10-01,930.93,427,1462.89,265.98,27927.90
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-11-01,398.97,591,930.93,265.98,28326.87
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2019-12-01,398.97,833,398.97,265.98,28725.84
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-01-01,1728.87,319,398.97,265.98,30454.71
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-02-01,1728.87,343,1728.87,265.98,32183.58
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-03-01,531.96,263,1728.87,265.98,32715.54
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-05-01,930.93,232,531.96,265.98,33646.47
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-08-01,132.99,285,930.93,265.98,33779.46
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2020-09-01,930.93,116,132.99,265.98,34710.39
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2021-01-01,930.93,143,930.93,265.98,35641.32
WWI Stereo Bluetooth Headphones New Generation M370 Black,Audio,2021-02-01,398.97,239,930.93,265.98,36040.29
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-03-01,265.98,171,,265.98,265.98
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-05-01,930.93,129,265.98,265.98,1196.91
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-06-01,2127.84,65,930.93,265.98,3324.75
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-08-01,132.99,315,2127.84,265.98,3457.74
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-10-01,398.97,286,132.99,265.98,3856.71
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-11-01,265.98,335,398.97,265.98,4122.69
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2016-12-01,531.96,377,265.98,265.98,4654.65
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2017-01-01,531.96,268,531.96,265.98,5186.61
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2017-02-01,2127.84,96,531.96,265.98,7314.45
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2017-06-01,398.97,280,2127.84,265.98,7713.42
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2017-07-01,265.98,298,398.97,265.98,7979.40
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2017-12-01,132.99,679,265.98,265.98,8112.39
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-02-01,797.94,358,132.99,265.98,8910.33
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-03-01,132.99,278,797.94,265.98,9043.32
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-05-01,797.94,319,132.99,265.98,9841.26
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-06-01,1063.92,252,797.94,265.98,10905.18
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-07-01,531.96,354,1063.92,265.98,11437.14
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-08-01,2127.84,129,531.96,265.98,13564.98
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-09-01,132.99,632,2127.84,265.98,13697.97
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-10-01,531.96,464,132.99,265.98,14229.93
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-11-01,930.93,361,531.96,265.98,15160.86
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2018-12-01,2127.84,264,930.93,265.98,17288.70
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-01-01,797.94,497,2127.84,265.98,18086.64
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-02-01,398.97,695,797.94,265.98,18485.61
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-03-01,265.98,419,398.97,265.98,18751.59
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-04-01,531.96,75,265.98,265.98,19283.55
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-05-01,1595.88,280,531.96,265.98,20879.43
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-06-01,265.98,640,1595.88,265.98,21145.41
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-07-01,664.95,456,265.98,265.98,21810.36
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-08-01,1196.91,325,664.95,265.98,23007.27
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-09-01,1595.88,270,1196.91,265.98,24603.15
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-10-01,1728.87,267,1595.88,265.98,26332.02
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-11-01,797.94,432,1728.87,265.98,27129.96
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2019-12-01,1196.91,496,797.94,265.98,28326.87
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2020-01-01,1196.91,415,1196.91,265.98,29523.78
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2020-02-01,664.95,595,1196.91,265.98,30188.73
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2020-09-01,930.93,116,664.95,265.98,31119.66
WWI Stereo Bluetooth Headphones New Generation M370 Blue,Audio,2021-01-01,398.97,252,930.93,265.98,31518.63
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-03-01,265.98,171,,265.98,265.98
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-04-01,398.97,60,265.98,265.98,664.95
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-07-01,930.93,123,398.97,265.98,1595.88
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-08-01,930.93,140,930.93,265.98,2526.81
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-09-01,664.95,199,930.93,265.98,3191.76
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-10-01,1994.85,80,664.95,265.98,5186.61
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2016-11-01,398.97,291,1994.85,265.98,5585.58
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-03-01,1196.91,67,398.97,265.98,6782.49
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-05-01,930.93,158,1196.91,265.98,7713.42
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-06-01,132.99,389,930.93,265.98,7846.41
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-07-01,797.94,170,132.99,265.98,8644.35
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-08-01,398.97,270,797.94,265.98,9043.32
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-09-01,531.96,256,398.97,265.98,9575.28
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-10-01,132.99,426,531.96,265.98,9708.27
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2017-12-01,398.97,506,132.99,265.98,10107.24
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-01-01,1063.92,242,398.97,265.98,11171.16
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-02-01,797.94,358,1063.92,265.98,11969.10
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-03-01,398.97,197,797.94,265.98,12368.07
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-04-01,132.99,63,398.97,265.98,12501.06
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-05-01,1329.90,215,132.99,265.98,13830.96
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-06-01,531.96,369,1329.90,265.98,14362.92
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-07-01,265.98,465,531.96,265.98,14628.90
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-08-01,132.99,603,265.98,265.98,14761.89
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-09-01,132.99,632,132.99,265.98,14894.88
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-11-01,930.93,361,132.99,265.98,15825.81
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2018-12-01,1462.89,384,930.93,265.98,17288.70
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-01-01,1861.86,291,1462.89,265.98,19150.56
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-02-01,930.93,468,1861.86,265.98,20081.49
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-03-01,664.95,275,930.93,265.98,20746.44
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-05-01,132.99,831,664.95,265.98,20879.43
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-06-01,2925.78,127,132.99,265.98,23805.21
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-07-01,531.96,503,2925.78,265.98,24337.17
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-08-01,1994.85,216,531.96,265.98,26332.02
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-09-01,1196.91,351,1994.85,265.98,27528.93
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-10-01,3324.75,128,1196.91,265.98,30853.68
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-11-01,531.96,534,3324.75,265.98,31385.64
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2019-12-01,2127.84,329,531.96,265.98,33513.48
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2020-01-01,398.97,712,2127.84,265.98,33912.45
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2020-02-01,797.94,545,398.97,265.98,34710.39
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2020-03-01,265.98,348,797.94,265.98,34976.37
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2020-06-01,398.97,333,265.98,265.98,35375.34
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2020-08-01,531.96,169,398.97,265.98,35907.30
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Audio,2021-01-01,265.98,301,531.96,265.98,36173.28
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-01-01,930.93,188,,930.93,930.93
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-02-01,930.93,211,930.93,930.93,1861.86
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-05-01,132.99,325,930.93,930.93,1994.85
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-06-01,1063.92,145,132.99,930.93,3058.77
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-07-01,265.98,265,1063.92,930.93,3324.75
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-09-01,398.97,281,265.98,930.93,3723.72
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2016-12-01,1196.91,223,398.97,930.93,4920.63
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-01-01,664.95,229,1196.91,930.93,5585.58
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-02-01,531.96,301,664.95,930.93,6117.54
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-05-01,531.96,233,531.96,930.93,6649.50
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-06-01,398.97,280,531.96,930.93,7048.47
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-07-01,132.99,346,398.97,930.93,7181.46
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-08-01,797.94,190,132.99,930.93,7979.40
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-09-01,797.94,207,797.94,930.93,8777.34
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-10-01,132.99,426,797.94,930.93,8910.33
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2017-12-01,398.97,506,132.99,930.93,9309.30
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-01-01,1329.90,200,398.97,930.93,10639.20
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-04-01,132.99,63,1329.90,930.93,10772.19
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-06-01,797.94,306,132.99,930.93,11570.13
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-07-01,664.95,301,797.94,930.93,12235.08
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-08-01,797.94,322,664.95,930.93,13033.02
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-09-01,797.94,325,797.94,930.93,13830.96
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-10-01,132.99,678,797.94,930.93,13963.95
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2018-12-01,1462.89,384,132.99,930.93,15426.84
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-01-01,1063.92,429,1462.89,930.93,16490.76
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-02-01,531.96,628,1063.92,930.93,17022.72
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-03-01,398.97,364,531.96,930.93,17421.69
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-04-01,132.99,133,398.97,930.93,17554.68
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-05-01,1728.87,263,132.99,930.93,19283.55
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-06-01,797.94,412,1728.87,930.93,20081.49
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-07-01,930.93,374,797.94,930.93,21012.42
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-08-01,1994.85,216,930.93,930.93,23007.27
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-09-01,664.95,497,1994.85,930.93,23672.22
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-10-01,797.94,470,664.95,930.93,24470.16
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-11-01,1196.91,340,797.94,930.93,25667.07
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2019-12-01,3191.76,220,1196.91,930.93,28858.83
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-01-01,1728.87,319,3191.76,930.93,30587.70
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-02-01,1462.89,382,1728.87,930.93,32050.59
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-04-01,265.98,120,1462.89,930.93,32316.57
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-05-01,1063.92,216,265.98,930.93,33380.49
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-06-01,797.94,232,1063.92,930.93,34178.43
WWI Stereo Bluetooth Headphones New Generation M370 White,Audio,2020-07-01,132.99,338,797.94,930.93,34311.42
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-02-01,132.99,484,,132.99,132.99
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-03-01,531.96,126,132.99,132.99,664.95
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-06-01,398.97,284,531.96,132.99,1063.92
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-08-01,1595.88,81,398.97,132.99,2659.80
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-11-01,132.99,388,1595.88,132.99,2792.79
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2016-12-01,265.98,483,132.99,132.99,3058.77
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2017-01-01,1063.92,162,265.98,132.99,4122.69
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2017-05-01,265.98,330,1063.92,132.99,4388.67
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2017-10-01,664.95,229,265.98,132.99,5053.62
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2017-12-01,2127.84,160,664.95,132.99,7181.46
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-01-01,1728.87,154,2127.84,132.99,8910.33
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-02-01,797.94,358,1728.87,132.99,9708.27
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-03-01,1196.91,92,797.94,132.99,10905.18
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-04-01,398.97,46,1196.91,132.99,11304.15
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-05-01,531.96,404,398.97,132.99,11836.11
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Audio,2018-07-01,664.95,301,531.96,132.99,12501.06
